twitter_uid,Gender,Friends_count,Followers_count,Avg_Tweet,Avg_Word_length,Avg_Sentence_length,Avg_Punctuation,Avg_Capitalized_Words,Avg_Slang_words,Avg_emojis,Avg_words_found,tweets,retweets,images,urls
261901923,F,545,663,3.88,4,11,806,0.6,62,134,"[u'uber', u'ru', u'plz', u'sry', u'omg', u'luv', u'thx', u'bday', u'pro', u'cuz', u'lol', u'ppl', u'lil', u'r', u'u', u'idk', u'sec', u'ur', u'wanna', u'app', u'sux']",293,106,0.0602,0.2231
38883960,F,238,243,5.87,4,9,805,4,20,27,"[u'mvp', u'omg', u'app', u'fyi', u'plz', u'lol', u'ppl', u'idk', u'wtf', u'smh', u'pro']",305,95,0.0525,0.13
358978907,F,482,85,0.5,4,12,805,3.84,15,46,"[u'ugh', u'omg', u'lmao', u'fav', u'cuz', u'lol', u'r', u'u']",225,207,0.0231,0.3079
17302185,F,4108,1282,5.67,4,13,805,3.62,47,10,"[u'btw', u'ugh', u'ppl', u'gf', u'vs', u'sec', u'ru', u'luv', u'ty', u'lil', u'cuz', u'lol', u'irl', u'smh', u'bf', u'omg', u'wtf', u'shoulda', u'lmao', u'ur', u'r', u'u', u'idk', u'aka']",262,176,0.0639,0.226
326899994,M,232,116,0.15,4,15,802,8.69,13,3,"[u'congrats', u'bday', u'lol', u'bro', u'r', u'u', u'aka']",199,4,0.0099,0.9507
535598382,F,96,72,0.49,4,13,800,1.44,11,0,"[u'omg', u'2nite', u'app', u'pls', u'u', u'msg', u'x']",205,32,0.0844,0.3207
7.58E+17,M,175,778,6.04,4,10,798,1.35,53,35,"[u'ima', u'pro', u'omg', u'lmao', u'g', u'congrats', u'lil', u'app', u'lol', u'bro', u'dope', u'idk', u'kinda', u'smh', u'wanna', u'nah']",301,78,0.0712,0.1873
28985628,M,156,74,0.09,4,13,796,0.98,37,12,"[u'pls', u'thx', u'bday', u'app', u'ty', u'fav', u'lol', u'r', u'u', u'omg', u'wanna']",211,1,0.0425,0.0519
87587482,F,760,1682,11.44,4,8,795,2.28,59,146,"[u'ima', u'omg', u'nc', u'smh', u'lol', u'friggin', u'r', u'idk', u'bestie', u'jk', u'x', u'wanna']",323,76,0.0301,0.1078
73987740,F,2677,8165,81.27,5,8,795,1.49,45,8,"[u'ikr', u'ugh', u'omg', u'congrats', u'thx', u'lol', u'u', u'kinda', u'smh', u'wanna']",318,82,0.03,0.1625
17818643,M,328,227,2.85,5,15,793,1.53,9,0,"[u'g', u'gal', u'vs', u'r', u'u', u'wtf', u'cu']",209,191,0.005,0.3675
293065451,F,7081,13260,8.63,4,11,792,1.1,38,326,"[u'uber', u'pls', u'g', u'ty', u'nah', u'yolo', u'lol', u'ur', u'lmk', u'u', u'idk', u'wtf', u'whoa', u'rly', u'r', u'wanna', u'pro']",323,251,0.0523,0.2561
700420064,M,158,181,0.45,4,13,790,1.45,4,240,"[u'lil', u'til', u'wanna']",178,54,0,0.75
405561109,M,6103,5655,71.83,5,15,786,6.41,11,8,"[u'bro', u'btw', u'sec', u'aka', u'ppl']",176,637,0.0234,0.1488
454311887,M,1056,1830,21.96,4,9,785,2.5,24,76,"[u'uber', u'btw', u'lmao', u'g', u'app', u'lol', u'til', u'vs', u'u', u'wtf', u'x', u'whoa']",333,66,0.0576,0.5489
21625091,M,941,321,9.62,5,9,785,3.25,13,0,"[u'congrats', u'bday', u'nah', u'imo', u'ur', u'bro', u'r', u'idk', u'wanna']",317,83,0.0325,0.1625
251402439,M,447,444,0.38,4,11,784,1.52,24,0,"[u'bg', u'buddy', u'congrats', u'lol', u'vs', u'u']",256,15,0.2177,0.631
1663886791,M,234,192,4.29,5,11,784,3.38,49,84,"[u'mvp', u'btw', u'ugh', u'omg', u'lmao', u'dope', u'lol', u'gf', u'vs', u'bg', u'imo', u'wtf', u'smh', u'kinda', u'brah', u'wanna', u'nah', u'idk']",250,150,0.0325,0.22
16875015,F,327,483,2.51,4,11,783,4.01,6,71,"[u'bro', u'x', u'u', u'kinda', u'bestie']",284,106,0.041,0.2821
45894297,F,319,239,2.09,4,13,782,1.24,27,95,"[u'uber', u'omg', u'wtf', u'nc', u'lol', u'bro', u'gf', u'fb', u'r', u'goofy', u'kinda', u'imy', u'omw', u'wanna']",239,9,0.2218,0.2661
216917651,M,302,845,3.26,4,15,777,1.21,22,3,"[u'bae', u'lotta', u'asap', u'lil', u'hmu', u'dope', u'fav', u'cuz', u'imo', u'ppl', u'fb', u'vs', u'u', u'msg', u'r', u'wanna']",307,293,0.065,0.275
120289094,F,230,195,0.18,4,10,776,1.65,3,236,"[u'aka', u'nc']",288,0,0,0.9965
191652409,M,661,266,1.28,5,11,776,2.35,0,0,[],183,98,0,0.5658
15281802,M,956,5303,0.54,4,14,772,1.77,24,1,"[u'pls', u'thx', u'bravo', u'app', u'xxx', u'asap', u'fb', u'vs', u'congrats', u'kinda', u'x']",197,29,0.0177,0.3982
2791074552,M,1402,408,6.1,5,12,772,0.29,31,3,"[u'congrats', u'fav', u'til', u'r', u'u', u'bestie', u'aka', u'wanna']",399,1,0,0.0275
34264687,M,783,703,0.54,4,13,770,6.15,83,5,"[u'mvp', u'r', u'bff', u'luv', u'thx', u'congrats', u'lol', u'ur', u'bro', u'aight', u'vs', u'u', u'smh', u'2day', u'sec', u'gud']",221,107,0.0183,0.1799
64107970,F,104,218,0.79,5,9,764,3.85,69,139,"[u'pls', u'luv', u'congrats', u'nah', u'atm', u'fav', u'lol', u'ur', u'til', u'r', u'u', u'idk', u'wtf', u'rly', u'omg', u'sry', u'wanna']",314,86,0.0475,0.105
199075597,M,213,212,0.08,5,10,759,4.42,3,2,"[u'u', u'2nite', u'ppl']",191,15,0.1311,0.5922
64234672,M,334,303,3.35,4,8,757,0.92,28,455,"[u'thx', u'lil', u'app', u'ez', u'cuz', u'lol', u'ur', u'b4', u'smh', u'x', u'nvm', u'wanna', u'pro']",334,65,0.015,0.1504
14576952,M,1709,1320,11.14,4,13,757,5.39,10,0,"[u'g', u'congrats', u'vs', u'lol', u'gg', u'r', u'smh']",185,215,0.0075,0.3075
33579969,M,1107,709,3.84,4,13,754,1,28,8,"[u'btw', u'buddy', u'thx', u'lil', u'dope', u'congrats', u'hw', u'lol', u'plz', u'msg', u'nah', u'lmk', u'u', u'kinda', u'tbd', u'sec', u'tfw', u'brah', u'wanna', u'whoa']",357,43,0.0575,0.355
1877714197,M,4123,2300,13.32,5,11,753,1.35,5,1,"[u'bro', u'pro', u'u', u'whoa', u'thx']",244,156,0.0075,0.535
625744664,M,139,76,1.05,3,10,752,10.34,3,40,[u'nc'],251,2,0.0751,0.9802
249783726,M,1981,724,4.56,5,10,752,1.96,2,0,"[u'omg', u'u']",209,191,0.005,0.0525
150640394,F,261,148,0.38,4,10,751,3.69,3,60,"[u'app', u'fyi']",211,111,0.0745,0.5963
362006085,M,879,820,3.8,4,19,747,2.65,70,4,"[u'btw', u""c'mon"", u'luv', u'ur', u'r', u'u', u'wanna']",120,82,0,0.1584
18604137,M,565,8101,17.43,5,10,747,1.11,3,8,"[u'app', u'nah']",196,204,0.02,0.2775
326526887,F,1430,628,1.91,4,10,745,2.52,21,121,"[u'swag', u'omg', u'bff', u'congrats', u'lil', u'fav', u'vs', u'lol', u'foxy', u'bae', u'u', u'yum', u'whoa']",196,42,0.0294,0.7605
1053527430,F,517,6585,10.49,4,10,745,5.51,120,96,"[u'ppl', u'ugh', u'omg', u'bff', u'asap', u'lil', u'wanna', u'thx', u'lol', u'ur', u'b4', u'lmk', u'u', u'idk', u'wtf', u'kinda', u'pls', u'r', u'bestie', u'ily']",277,89,0.0956,0.123
233264536,F,1404,1367,3.27,4,11,744,0.63,25,6,"[u'app', u'ppl', u'u', u'asap', u'thx']",344,54,0.0678,0.8015
1726979365,M,141,237,3.33,5,8,744,2.65,26,114,"[u'ima', u'ugh', u'omg', u'lmao', u'g', u'nah', u'fav', u'bro', u'vs', u'u', u'idk', u'wtf', u'wanna']",315,84,0.0752,0.1404
902761627,F,384,150,2.84,4,11,736,3.95,10,248,"[u'bae', u'omg', u'lmao', u'lol']",257,79,0.1577,0.503
182129531,F,447,482,26.54,4,10,735,5.56,36,78,"[u'uber', u'omg', u'lmao', u'lil', u'nah', u'lol', u'ppl', u'bro', u'bday', u'idk', u'wtf', u'wanna', u'app']",244,173,0.0839,0.199
965660827,M,203,210,2.34,4,10,734,1.99,27,98,"[u'uber', u'wtf', u'lmao', u'congrats', u'app', u'lol', u'sec', u'idk', u'kinda', u'smh', u'x', u'brah']",285,128,0.0557,0.201
15554208,F,767,1747,2.25,4,16,731,7.77,123,28,"[u'wtf', u'app', u'ppl', u'b4', u'sec', u'pls', u'nvm', u'bff', u'luv', u'lil', u'nah', u'cuz', u'lol', u'irl', u'smh', u'cutie', u'bf', u'omg', u'asap', u'hmu', u'dope', u'fyi', u'lmk', u'rly', u'icymi', u'jk', u'tfw', u'bro', u'ur', u'r', u'u', u'idk', u'x', u'aka', u'sry', u'ily']",346,61,0.0835,0.2998
111085325,M,1196,716,1.5,5,10,731,1.58,22,13,"[u'lmao', u'g', u'congrats', u'fav', u'pro', u'vs', u'lol', u'r', u'x', u'app']",328,49,0.3395,0.4907
383965477,M,152,44,0.17,4,11,729,1.41,7,14,"[u'cutie', u'app', u'r', u'mma']",192,45,0.0169,0.7932
426327084,F,132,307,2.78,4,11,728,2.23,19,90,"[u'btw', u'bff', u'bday', u'hmu', u'nah', u'fav', u'lol', u'vs', u'kinda', u'buddy', u'ily']",197,26,0.3318,0.4081
990350958,F,363,359,1.77,4,11,724,8.34,44,180,"[u""c'mon"", u'lil', u'dope', u'lol', u'bro', u'bae', u'idk', u'kinda', u'smh', u'x', u'r', u'wanna']",226,55,0.0285,0.1779
54003869,M,683,306,3.16,4,9,724,1.19,25,29,"[u'eu', u'r', u'u']",286,143,0.021,0.3776
46326119,F,453,350,0.8,4,11,723,2.85,13,59,"[u'lil', u'aka', u'4u', u'omg', u'lol']",249,35,0.0035,0.8556
160486240,M,77,26,0.05,4,13,721,2.96,18,5,"[u'omg', u'lmao', u'g', u'thx', u'lol', u'yawn', u'fml', u'r', u'u', u'wtf']",159,25,0.1685,0.4293
244771024,F,1718,956,1.23,5,12,719,1.61,11,22,"[u'ugh', u'omg', u'asap', u'app', u'congrats', u'u', u'idk', u'wanna', u'pro']",206,189,0.0253,0.119
286427000,M,831,484,6.32,4,13,716,2.22,14,2,"[u'omg', u'congrats', u'lil', u'app', u'bro', u'vs', u'idk', u'msg', u'wanna']",305,18,0.0248,0.1269
23106715,F,181,76,0.08,5,13,715,1.91,18,0,"[u'omg', u'app', u'vs', u'lol', u'ur', u'r', u'u']",199,23,0.0856,0.5495
384444971,F,336,138,0.34,5,14,713,0.71,2,0,"[u'fyi', u'vs']",151,105,0.2773,0.4141
7.41E+17,M,3796,1345,62.54,5,11,713,1.64,20,0,"[u'congrats', u'lil', u'nah', u'vs', u'bro', u'goofy', u'u', u'msg']",393,7,0.045,0.0775
2608820132,F,2049,1074,18.02,5,12,710,1.55,48,3,"[u'ugh', u'omg', u'buddy', u'cuz', u'ppl', u'r', u'u', u'wtf', u'lmao']",169,231,0.005,0.2325
7.80E+17,F,172,206,98.44,4,9,709,7.86,35,3,"[u'lmao', u'bday', u'fav', u'lol', u'ur', u'nsfw', u'idk', u'kinda', u'armpit', u'rly', u'wanna', u'zzz']",290,107,0.0932,0.1209
20642986,F,379,226,3.2,4,11,707,5.18,17,84,"[u'ugh', u'omg', u'lil', u'app', u'lol', u'ppl', u'r', u'aka', u'nah']",210,285,0.0202,0.1919
379521181,M,994,1245,10.26,5,13,706,4.03,23,0,"[u'mvp', u'btw', u'thx', u'bravo', u'fyi', u'lol', u'vs', u'u', u'smh', u'aka']",175,432,0.0132,0.084
83440577,M,631,1352,9.59,4,10,704,1.31,18,62,"[u'ima', u'lmao', u'g', u'dope', u'luv', u'bro', u'bae', u""c'mon""]",267,92,0.1838,0.3565
3725008035,F,426,476,3.61,4,13,702,3.74,47,311,"[u'uber', u'app', u'bro', u'vs', u'ima', u'nah', u'lol', u'til', u'smh', u'imy', u'lul', u'omg', u'fav', u'plz', u'lmao', u'thx', u'bae', u'u', u'idk', u'x', u'wanna', u'ily']",319,81,0.1325,0.185
40182547,M,131,1836,7.68,5,6,701,4.23,38,23,"[u'ima', u'sec', u'lmao', u'asap', u'app', u'nc', u'lol', u'bro', u'dope', u'idk', u'wtf', u'x', u'wanna', u'nah']",342,54,0.2525,0.3131
360755530,F,2279,2330,29.56,4,10,700,3.1,7,8,"[u'omg', u'ty', u'fyi', u'fb', u'u', u'pls']",239,343,0.0533,0.3608
4182769702,M,1353,417,5.83,5,11,699,3.41,32,45,"[u'congrats', u'ugh', u'ga', u'asap', u'nah', u'coz', u'imo', u'ur', u'u', u'idk', u'wtf', u'x', u'nvm', u'shoulda']",309,91,0.0325,0.2225
4310261,M,510,221,0.96,4,9,698,8.37,2,0,"[u'x', u'vs']",234,21,0.2431,0.7608
2353186364,M,40,24,0.39,4,14,697,1.24,6,53,"[u'r', u'omg', u'g']",247,1,0.0121,0.7823
2348316295,M,710,629,0.62,5,17,696,5.86,29,0,"[u'eu', u'bravo', u'gl', u'u']",138,234,0.0054,0.3575
450347172,F,143,5042,16.32,4,10,695,19.74,28,24,"[u'uber', u'kinda', u'congrats', u'ngl', u'hmu', u'nah', u'phat', u'ppl', u'til', u'r', u'sec', u'idk', u'wtf', u'msg', u'wanna', u'app']",473,127,0.1417,0.4433
196468691,M,791,1264,7.41,4,16,695,0.6,26,0,"[u'btw', u'congrats', u'nah', u'lol', u'bro', u'r', u'u', u'smh', u'aka', u'wanna']",326,74,0.0175,0.28
36923063,F,411,573,2.55,4,13,694,0.66,22,222,"[u'lmao', u'congrats', u'dope', u'asap', u'fav', u'ppl', u'til', u'u', u'wanna', u'nah']",215,65,0.0107,0.2964
331061059,F,386,531,15.58,5,7,692,1.4,57,155,"[u'uber', u'lol', u'omg', u'g', u'congrats', u'bday', u'app', u'fyi', u'dope', u'plz', u'asap', u'ur', u'tbr', u'ugh', u'u', u'idk', u'wtf', u'rly', u'aka', u'wanna', u'nah']",359,41,0.035,0.0775
484756411,M,102,96,0.63,5,12,692,3.78,5,6,"[u'dope', u'fyi', u'fav', u'congrats']",158,75,0.0601,0.5579
30483216,F,250,235,0.29,4,15,689,2.39,2,14,"[u'vs', u'buddy']",223,0,0.0179,0.9148
1027877382,M,465,202,1.12,4,12,685,2.54,7,92,"[u""c'mon"", u'asap', u'nah', u'congrats', u'lol', u'irl', u'jk']",197,67,0.0606,0.4242
163626630,F,594,130,0.33,5,7,681,2.42,14,146,"[u'bday', u'congrats', u'fav', u'ugh', u'thx']",163,191,0.0537,0.2486
2770252795,F,310,122,0.19,5,14,681,2.59,15,130,"[u'congrats', u'app', u'lol', u'ppl', u'r', u'u', u'kinda', u'jk', u'np', u'wanna']",176,207,0.0209,0.4047
204522595,M,165,147,1.92,4,9,681,1.91,8,33,"[u'nah', u'bro', u'fml', u'irl', u'x', u'u']",265,49,0.2389,0.5701
2654177700,M,755,624,0.71,5,12,680,2.26,20,9,"[u'ty', u'bravo', u'app', u'congrats', u'vs', u'u']",209,174,0.188,0.5144
184229887,M,571,1299,11.86,4,11,678,10.7,24,231,"[u'uber', u'b4', u'lmao', u'bday', u'cuz', u'bro', u'ur', u'til', u'vs', u'u', u'lol', u'x', u'wanna', u'idk']",270,12,0.1312,0.9078
1933028958,F,205,213,2.94,4,10,674,1.66,62,83,"[u'ugh', u'pls', u'buddy', u'nah', u'ur', u'bro', u'u', u'idk', u'cutie', u'wanna', u'lmao']",223,114,0.0267,0.1988
261527551,F,1502,504,1.37,5,11,674,11.57,5,197,"[u'ugh', u'bravo', u'r', u'gal', u'fav']",169,231,0.105,0.225
16924527,F,284,1444,2.69,4,11,673,2.94,40,57,"[u'omg', u'lmao', u'lil', u'cuz', u'lol', u'ur', u'u', u'idk', u'wtf', u'smh', u'ppl']",269,219,0.0943,0.2664
1947282392,F,294,212,4.2,5,13,671,1.7,79,124,"[u'btw', u'ugh', u'app', u'ppl', u'pls', u'bff', u'ty', u'lol', u'til', u'fml', u'smh', u'cutie', u'bf', u'omg', u'bday', u'fav', u'fb', u'kinda', u'lmao', u'gud', u'dunno', u'atm', u'gr8', u'ur', u'u', u'sry', u'wanna', u'ily']",299,155,0.0573,0.1057
411998774,F,522,2166,56.21,4,8,671,1.95,26,90,"[u'uber', u'pls', u'bff', u'g', u'cuz', u'lol', u'plz', u'smh', u'omg', u'wanna', u'lmao']",288,110,0.0327,0.2588
126332517,F,415,6261,0.63,4,14,671,2.65,14,0,"[u'btw', u'asap', u'lil', u'til', u'vs', u'u', u'icymi']",194,40,0.0726,0.7991
25118204,M,366,401,1.06,4,13,670,1.97,32,9,"[u'ima', u'btw', u'lotta', u'g', u'dope', u'cuz', u'lol', u'ppl', u'r', u'u', u'kinda', u'smh', u'whoa']",195,32,0.1101,0.2643
335032231,F,512,350,5.1,4,9,669,1.98,41,228,"[u'uber', u'ima', u'ugh', u'omg', u'kinda', u'asap', u'bday', u'dope', u'pro', u'cuz', u'lol', u'bro', u'til', u'r', u'u', u'wtf', u'smh', u'wanna', u'nah', u'becuz', u'lmao']",305,154,0.0915,0.2745
26243934,M,742,468,4.34,4,11,663,2.66,17,64,"[u'congrats', u'vs', u'bae', u'msg', u'tfw', u'r', u'shoulda']",265,135,0.08,0.305
14357989,M,2273,6932,5.44,4,13,661,3.35,11,26,"[u'congrats', u'vs', u'yum', u'icymi', u'x', u'u']",160,240,0.0725,0.355
21488060,M,881,453,1.26,6,11,660,2.14,13,200,"[u'uber', u'bf', u'ugh', u'omg', u'lol', u'kinda', u'shoulda']",196,160,0.0899,0.1685
3972418092,F,398,384,4.61,4,9,658,2.6,62,97,"[u'pls', u'bff', u'asap', u'bday', u'nah', u'ty', u'fav', u'lol', u'ur', u'gf', u'r', u'u', u'idk', u'wtf', u'wanna', u'ily']",326,72,0.0302,0.0553
1479696115,F,5000,1754,9.24,4,15,656,1.82,57,19,"[u'ppl', u'b4', u'bf', u'ugh', u'g', u'sry', u'til', u'dope', u'fav', u'plz', u'lol', u'ur', u'bro', u'fb', u'u', u'bestie', u'rly', u'cutie', u'brb']",244,155,0.1053,0.193
3040058024,M,363,191,0.33,4,16,656,0.36,9,276,"[u'ugh', u'omg', u'g', u'congrats', u'pro', u'bro', u'u', u'app']",224,1,0,0.9467
53768110,F,214,186,0.73,4,15,654,2.11,29,279,"[u'uber', u'bf', u'ugh', u'omg', u'lil', u'app', u'plz', u'lol', u'ppl', u'sec', u'idk', u'kinda', u'ez', u'u', u'ur', u'wanna']",222,7,0.0306,0.0611
2171688045,F,360,230,0.58,5,10,654,0.49,6,34,"[u'uber', u'bday', u'nah', u'lol', u'lil', u'aka']",154,77,0.0173,0.4762
253640868,F,191,245,5.93,4,10,650,0.7,62,120,"[u'ugh', u'omg', u'lmao', u'g', u'thx', u'lil', u'cuz', u'lol', u'ppl', u'til', u'gf', u'vs', u'u', u'idk', u'kinda', u'smh', u'rly', u'ur', u'wanna', u'sux']",215,183,0.005,0.2236
288284266,M,895,723,0.11,5,9,649,1.02,9,58,"[u'app', u'lol', u'r', u'u', u'2day', u'x']",160,47,0.1643,0.5266
22892780,F,366,299,0.72,4,13,646,3.84,5,73,"[u'wanna', u'omg', u'kinda', u'asap']",191,32,0.2691,0.435
18437537,F,1140,2289,5.43,4,10,646,0.61,15,220,"[u'bent', u'lil', u'dope', u'vs', u'cuz', u'lol', u'gg', u'bae', u'u', u'aka', u'r', u'wanna']",238,161,0.0551,0.3935
2356813646,M,529,664,9.13,4,8,646,1.52,87,64,"[u'uber', u'omg', u'lmao', u'asap', u'bozo', u'nah', u'lol', u'bro', u'vs', u'u', u'idk', u'nuh', u'smh', u'x', u'nvm', u'r', u'wanna']",308,90,0.0226,0.0578
24896645,F,405,520,14.41,4,9,645,2.74,40,165,"[u'bae', u'omg', u'nuh', u'lil', u'nah', u'lol', u'ppl', u'bday', u'r', u'u', u'wtf', u'smh', u'kinda', u'x', u'wanna', u'app', u'lmao']",361,39,0.0075,0.4475
99892382,F,157,220,1.69,4,11,644,10.99,31,38,"[u'ugh', u'pls', u'bff', u'ty', u'lil', u'hmu', u'thx', u'fav', u'lol', u'lmk', u'u', u'wtf', u'smh', u'omg', u'aka', u'ily']",273,81,0.0565,0.0847
56503315,M,1061,3145,58.61,5,8,640,1.28,97,204,"[u'ima', u'lmao', u'asap', u'bozo', u'dope', u'lol', u'bro', u'vs', u'u', u'idk', u'kinda', u'smh', u'x', u'wanna']",415,223,0.0298,0.1411
2548627680,M,232,9936,50.03,4,11,639,0.13,0,78,[],323,77,0.0175,0.1725
329460047,F,854,561,0.64,4,13,638,0.33,6,125,"[u'bday', u'amigo', u'cul', u'fav', u'bravo']",256,144,0.105,0.5375
380738653,F,1019,531,6.41,4,9,638,5.68,19,13,"[u'uber', u'omg', u'asap', u'lol', u'ppl', u'r', u'idk', u'wanna']",187,213,0.02,0.1275
339335961,F,2652,4436,36.73,4,12,635,2.2,40,224,"[u'lmao', u'app', u'lol', u'idk', u'smh', u'wanna', u'nah']",206,274,0,0.1292
67880456,F,1552,7758,18.62,5,11,634,2.22,6,62,"[u'x', u'g', u'wtf']",139,276,0.0217,0.1494
101804462,M,1911,3354,21.74,4,13,632,1.81,39,56,"[u'omg', u'buddy', u'g', u'lil', u'app', u'cuz', u'lol', u'ppl', u'r', u'u', u'kinda', u'wanna', u'goofy', u'lmao']",194,202,0.0101,0.1136
8.66E+17,F,590,61,0.07,5,14,625,2.93,19,8,"[u'omg', u'thx', u'app', u'lol', u'ppl', u'u', u'wtf', u'pls']",123,78,0.1592,0.3831
2239436467,M,1045,1037,7.02,5,11,615,2.38,8,0,"[u'vs', u'g', u'wtf', u'congrats']",183,286,0.0064,0.3028
437960152,F,1171,441,6.71,4,10,614,4.29,29,201,"[u'uber', u'mvp', u'btw', u'ugh', u'pls', u'lotta', u'thx', u'fav', u'lol', u'idk', u'kinda', u'omg', u'wanna', u'ily']",256,108,0.1236,0.3489
2587579548,F,66,41,0.49,4,9,611,3.09,37,250,"[u'uber', u'lmao', u'congrats', u'nah', u'fav', u""i'ma"", u'bro', u'u', u'lol', u'wtf', u'smh', u'kinda', u'wanna']",270,42,0.0833,0.2212
15290352,F,99,153,0.09,5,7,611,1.34,2,76,"[u'x', u'whoa']",209,5,0.285,0.9533
61481161,M,485,5476,1.83,4,11,611,1.48,7,21,"[u'til', u'x', u'btw', u'lol', u'congrats']",220,41,0.1034,0.1648
237314259,M,801,1325,86.18,4,9,609,6.65,17,16,"[u'btw', u'omg', u'lmao', u'thx', u'congrats', u'plz', u'lol', u'rofl', u'r', u'u', u'bff']",301,99,0.03,0.2425
564058370,M,2425,835,14.43,4,9,608,1.13,22,222,"[u'bff', u'bday', u'dope', u'atm', u'lol', u'bro', u'lil', u'bae', u'idk', u'smh', u'x', u'aka', u'wanna']",277,235,0.0586,0.2012
15755577,F,134,159,0.3,4,14,607,2.13,16,1,"[u'qq', u'pls', u'r', u'u', u'ur']",193,31,0,0.5714
254818935,M,2028,2198,3.26,5,11,607,0.74,17,28,"[u'amigo', u'lmao', u'lol', u'bro', u'u', u'msg']",149,249,0.0075,0.2362
1286842776,M,565,2446,7.93,4,10,606,0,0,164,[],216,184,0.035,0.07
58099237,M,676,1181,3.48,4,8,606,1.09,28,29,"[u'ima', u'uber', u'ugh', u'pls', u'lmao', u'lil', u'til', u'gf', u'r', u'u', u'omg', u'wanna', u'bday']",381,53,0.0829,0.1037
2908311303,M,315,541,0.31,5,10,605,5.05,11,19,"[u'buddy', u'congrats', u'nc', u'vs', u'sec', u'smh', u'wanna']",199,69,0.1343,0.2799
235764604,F,3158,4302,55.56,6,7,604,0.43,23,30,"[u'ugh', u'lmao', u'asap', u'lol', u'til', u'wtf', u'whoa']",230,263,0.0406,0.0933
25356518,M,4001,4198,9.12,5,11,604,4.6,11,0,"[u'btw', u'g', u'imo', u'vs', u'lol', u'icymi']",184,251,0.1839,0.3264
20353642,F,792,447,14.51,4,11,602,1.64,11,10,"[u'mvp', u'ugh', u'lmao', u'nah', u'cuz', u'lol', u'friggin']",237,268,0.0139,0.2554
2733821896,M,250,381,14.9,4,9,600,0.9,72,234,"[u'uber', u'ima', u'lmk', u'bday', u'scrub', u'lmao', u'congrats', u'lil', u'nah', u'fav', u'lol', u'bro', u'lotta', u'r', u'idk', u'kinda', u'smh', u'aight', u'x', u'mvp', u""c'mon""]",364,111,0.0126,0.1537
38469445,F,7389,9415,28.99,5,12,598,3.12,17,72,"[u'uber', u'ldi', u'vs', u'bae', u'sec', u'icymi', u'u', u'whoa']",205,522,0.0055,0.2751
43050075,M,2666,1950,22.57,5,11,596,3.61,31,0,"[u'omg', u'lmao', u'g', u'asap', u'dope', u'lol', u'ur', u'bro', u'r', u'smh', u'x', u'aka', u'ppl']",129,271,0,0.1225
287288128,F,695,847,1,3,15,592,0.44,8,251,"[u'gal', u'btw', u'cutie', u'fav']",290,7,0.0034,0.9663
2961022637,F,280,347,0.39,5,9,590,6.65,32,184,"[u'btw', u'omg', u'buddy', u'asap', u'bday', u'nah', u'fav', u'gf', u'u', u'imy', u'x', u'ily', u'bff']",175,63,0.0588,0.3151
32414422,F,890,1494,2.25,5,12,589,3.4,4,45,"[u'vs', u'omg', u'ga']",147,54,0.0498,0.6866
239072424,M,2124,637,16.29,3,10,587,5.87,23,0,"[u'uber', u'nah', u'vs', u'lol', u'fb', u'r', u'u', u'aka', u'wanna', u'whoa']",260,140,0,0.625
389770619,M,350,821,25.89,4,7,586,1.97,85,239,"[u'uber', u'bozo', u'app', u'bro', u'vs', u'ima', u'lil', u'nah', u'cuz', u'lol', u'smh', u'sux', u'omg', u'asap', u""i'ma"", u'lmk', u'wtf', u'lmao', u'g', u'gal', u'idk', u'x', u'wanna']",493,189,0.0543,0.3006
1462631707,F,1437,897,3.15,5,12,585,0.51,3,1,"[u'vs', u'lol']",143,212,0.1577,0.3718
4086522675,F,198,412,0.5,4,11,584,1.21,4,0,"[u'eu', u'wu', u'r']",261,21,0.0745,0.8865
1101851569,F,610,230,3.25,4,11,583,3.88,2,75,"[u'vs', u'g']",151,137,0.0451,0.4132
29062533,F,793,661,3.54,4,12,581,8.46,33,18,"[u'flick', u'ugh', u'pls', u'bff', u'g', u'thx', u'app', u'lol', u'ppl', u'r', u'u', u'idk', u'irl', u'tfw', u'ur', u'dork', u'luv']",251,179,0.1372,0.2628
31299354,F,563,533,9.92,4,10,580,0.91,16,83,"[u'uber', u'ugh', u'omg', u'congrats', u'lil', u'app', u'lol', u'r', u'u', u'wtf', u'wanna']",242,157,0.0075,0.1779
12005052,M,627,5025,1.54,4,8,579,1.61,17,5,"[u'wak', u'g', u'congrats', u'pro', u'ppl', u'bro', u'fb', u'sec', u'x', u'wanna', u'dope']",261,170,0.1439,0.4617
3398619013,F,497,163,1.4,5,8,576,2.04,11,31,"[u'ugh', u'omg', u'app', u'lol', u'gg', u'r', u'u', u'wtf', u'x', u'aka']",247,214,0.0868,0.2863
16415531,M,640,726,1.64,4,12,572,4.09,41,63,"[u'wtf', u'fwiw', u'btw', u'lmao', u'g', u'congrats', u'app', u'plz', u'lol', u'ppl', u'bro', u'u', u'imo', u'kinda', u'b4', u'wanna', u'nah']",245,51,0.0811,0.25
16221443,M,1742,2478,1.43,4,13,571,0.86,2,1,"[u'shoulda', u'congrats']",206,210,0.1803,0.363
2345321942,F,52,86,0.18,4,9,569,5.56,16,147,"[u'omg', u'nah', u'fav', u'lol', u'ur', u'bro', u'vs', u'yum', u'kinda']",192,28,0.3318,0.5
