word,emotion,color,orientation,sentiment,subjectivity,source
swam,,,active,,,inquirer
swamp,disgust,,,negative,,emolex
swamped,,,,negative,strong,opinion
swampland,disgust,,,,,extended_emolex
swampy,disgust,green,,negative,,emolex
swan,disgust,white,,,,extended_emolex
swank,,,,positive,,opinion
swankier,,,,positive,,opinion
swankiest,,,,positive,,opinion
swanky,,,,positive,,opinion
swap,trust,blue,,,,extended_emolex
swarm,disgust,black,,,,emolex
swarthiness,anger,,,,,extended_emolex
swash,surprise,,,,,extended_emolex
swashbuckler,anger,,,,,extended_emolex
swastika,anger,,,negative,,emolex
swath,anger,,,,,extended_emolex
sway,fear,green,,,,extended_emolex
swear,trust,,,positive,strong,emolex
swear_out,trust,,,,,extended_emolex
swearing,anger,,,,,extended_emolex
swearword,anger,,,,,extended_emolex
sweat,fear,,passive,,,emolex
sweating,disgust,,,,,extended_emolex
sweaty,,,,negative,,opinion
sweep,anger,yellow,active,,,extended_emolex
sweep_over,anger,,,,,extended_emolex
sweep_up,anticipation,,,,,extended_emolex
sweeping,,,,positive,strong,opinion
sweet,anticipation,,,positive,weak,emolex
sweet-flavored,anticipation,,,,,extended_emolex
sweet-scented,anticipation,,,,,extended_emolex
sweet-smelling,anticipation,,,,,extended_emolex
sweet-talk,trust,,,,,extended_emolex
sweeten,,pink,active,positive,weak,opinion
sweetened,anticipation,,,,,extended_emolex
sweetener,fear,,,,,extended_emolex
sweetheart,anticipation,pink,,positive,weak,emolex
sweetie,anticipation,pink,,positive,,emolex
sweetly,anticipation,,,positive,weak,extended_emolex
sweetness,anticipation,pink,,positive,weak,emolex
sweets,anticipation,white,,positive,,emolex
swell,anger,blue,,,,extended_emolex
swell_up,fear,,,,,extended_emolex
swelled,,,,negative,,opinion
swelling,fear,,,negative,,emolex
sweltering,,red,,,,colour
swept,,,active,,,inquirer
swerve,fear,yellow,,,,emolex
swerving,fear,,,,,extended_emolex
swift,,white,,positive,weak,emolex
swiftness,,,,positive,weak,opinion
swig,disgust,brown,,negative,,emolex
swill,disgust,,,,,extended_emolex
swim,anticipation,,active,positive,,emolex
swimmer,,,active,,,inquirer
swimming,anticipation,blue,,,,extended_emolex
swindle,anger,,,negative,strong,extended_emolex
swine,disgust,,,negative,,emolex
swing,,pink,active,,weak,mpqa
swinger,disgust,,,,,extended_emolex
swinging,anger,yellow,,,,extended_emolex
swingy,anger,,,,,extended_emolex
swipe,anger,,,negative,strong,extended_emolex
swirl,fear,,,,,extended_emolex
switch,fear,,active,,,extended_emolex
switch_off,anger,,,,,extended_emolex
switch_over,trust,,,,,extended_emolex
swither,fear,,,,,extended_emolex
swivel,trust,,,,,extended_emolex
swollen,disgust,,passive,negative,,emolex
swollen-headed,disgust,,,,,extended_emolex
swoon,fear,,passive,negative,weak,extended_emolex
swop,trust,,,,,extended_emolex
sword,,grey,,,,colour
sword_lily,anticipation,,,,,extended_emolex
swore,,,,negative,strong,mpqa
sworn,,,,positive,strong,mpqa
swung,,,active,,,inquirer
sybaritic,anticipation,,,,,extended_emolex
syllable,,white,,,,colour
symbolic,,,,positive,,emolex
symbolise,anticipation,,,,,extended_emolex
symbolize,anticipation,,passive,positive,,extended_emolex
symmetric,,white,,,,colour
symmetrical,,blue,,positive,,emolex
symmetricalness,anticipation,,,,,extended_emolex
symmetry,joy,white,,positive,,emolex
sympathetic,fear,pink,,positive,strong,emolex
sympathetically,,,,negative,strong,mpqa
sympathies,,,,negative,strong,mpqa
sympathise,sadness,,,,,extended_emolex
sympathize,sadness,,,negative,strong,emolex
sympathize_with,sadness,,,,,extended_emolex
sympathy,sadness,white,,positive,strong,emolex
symphonic_music,anticipation,,,,,extended_emolex
symphony,anticipation,white,,positive,,emolex
symphony_orchestra,anticipation,,,,,extended_emolex
symptom,,,,negative,weak,emolex
symptoms,,,,negative,,opinion
sync,anticipation,,,,,extended_emolex
synchronise,anticipation,,,,,extended_emolex
synchronize,anticipation,,,positive,,emolex
syncopation,fear,,,,,extended_emolex
syncope,fear,,,negative,,emolex
syndicalist,anger,,,,,extended_emolex
syndicate,anger,,,,,extended_emolex
syndrome,,,,negative,weak,opinion
synergetic,trust,,,,,extended_emolex
synergistic,trust,,,positive,,emolex
synergy,,yellow,,,,colour
synod,trust,white,,positive,,emolex
synonymous,fear,,,negative,,emolex
synthesis,,green,,positive,,inquirer
synthetic,,red,,,,colour
syrian_pound,anger,,,,,extended_emolex
syringe,fear,,,,,emolex
syrup,,brown,,,,colour
system,trust,,,,,emolex
system_of_rules,trust,,,,,extended_emolex
system_of_weights,anticipation,,,,,extended_emolex
systematic,,,,,weak,mpqa
t._h._white,anticipation,,,,,extended_emolex
tab,trust,,,,,extended_emolex
table,anticipation,brown,,,,extended_emolex
table_napkin,sadness,,,,,extended_emolex
tablet,trust,grey,,,,extended_emolex
tabloid,disgust,,,,,extended_emolex
taboo,disgust,black,,negative,strong,emolex
tabu,anger,,,,,extended_emolex
tabularise,anticipation,,,,,extended_emolex
tabularize,anticipation,,,,,extended_emolex
tabulate,anticipation,,,,,emolex
tabulation,,white,,,,colour
tack,sadness,yellow,,,,extended_emolex
tackle,anger,,,,,emolex
tackling,,grey,,,,colour
tacky,disgust,,,negative,,extended_emolex
tact,,,,positive,strong,emolex
tactic,fear,,,,,extended_emolex
tactics,fear,,,positive,,emolex
tactile_sensation,anger,,,,,extended_emolex
tactless,anger,,,,,extended_emolex
tactual_sensation,anger,,,,,extended_emolex
tag,anticipation,,,,,extended_emolex
tag_end,disgust,,,,,extended_emolex
tail,anticipation,,active,,,extended_emolex
tail_end,disgust,,,,,extended_emolex
tailings,,grey,,,,colour
tailor,anger,,,,,extended_emolex
taint,sadness,black,active,negative,strong,emolex
tainted,,,,negative,strong,opinion
take,anger,,active,,,extended_emolex
take_a_chance,anticipation,,,,,extended_emolex
take_a_crap,anger,,,,,extended_emolex
take_a_hit,sadness,,,,,extended_emolex
take_a_shit,anger,,,,,extended_emolex
take_aback,anger,,,,,extended_emolex
take_advantage,anger,,,,,extended_emolex
take_away,anger,,,,,extended_emolex
take_back,sadness,,,,,extended_emolex
take_chances,anticipation,,,,,extended_emolex
take_down,anger,,,,,extended_emolex
take_exception,anger,,,,,extended_emolex
take_fire,anger,,,,,extended_emolex
take_flight,fear,,,,,extended_emolex
take_form,anticipation,,,,,extended_emolex
take_heed,fear,,,,,extended_emolex
take_hold_of,anger,,,,,extended_emolex
take_in,anger,,,,,extended_emolex
take_in_charge,anticipation,,,,,extended_emolex
take_issue,anger,,,,,extended_emolex
take_leave,anticipation,,,,,extended_emolex
take_off,anticipation,,,,,extended_emolex
take_on,anger,,,,,extended_emolex
take_out,anger,,,,,extended_emolex
take_over,anger,,,,,extended_emolex
take_place,anticipation,,,,,extended_emolex
take_root,trust,,,,,extended_emolex
take_shape,anticipation,,,,,extended_emolex
take_stock,anticipation,,,,,extended_emolex
take_the_field,anger,,,,,extended_emolex
take_the_stand,trust,,,,,extended_emolex
take_to,anticipation,,,,,extended_emolex
take_to_be,joy,,,,,extended_emolex
take_to_task,anger,,,,,extended_emolex
take_to_the_woods,anticipation,,,,,extended_emolex
take_up,anger,,,,,extended_emolex
takedown,anger,,,,,extended_emolex
taken_for_granted,trust,,,,,extended_emolex
taken_up,fear,,,,,extended_emolex
takeoff,disgust,,,,,extended_emolex
takeover,anger,,,,,extended_emolex
taking,anticipation,,,,,extended_emolex
taking_apart,disgust,,,,,extended_emolex
taking_hold,anticipation,,,,,extended_emolex
taking_into_custody,fear,,,,,extended_emolex
tale,anger,,,positive,weak,emolex
talent,anticipation,purple,,positive,strong,emolex
talented,,,,positive,strong,opinion
talents,,,,positive,,opinion
talisman,,,,positive,,emolex
talk,anticipation,,active,positive,,emolex
talk_terms,trust,,,,,extended_emolex
talker,,,active,,,inquirer
tall,joy,,,,weak,extended_emolex
tally,anger,orange,,,,extended_emolex
talon,anger,,,,,extended_emolex
talons,anger,brown,,negative,,emolex
tame,anticipation,,,,,extended_emolex
tamper,anger,,active,negative,weak,extended_emolex
tan,,brown,,,,colour
tandem,trust,,,,,emolex
tandem_bicycle,trust,,,,,extended_emolex
tang,anger,orange,,,,extended_emolex
tangible,surprise,,,,,extended_emolex
tanginess,anticipation,,,,,extended_emolex
tangle,anger,,,negative,,extended_emolex
tangled,,,,negative,weak,emolex
tangles,,,,negative,,opinion
tank,,grey,,negative,,opinion
tanked,,,,negative,,opinion
tanks,,,,negative,,opinion
tanned,,brown,,positive,,emolex
tantalise,anger,,,,,extended_emolex
tantalising,anticipation,,,,,extended_emolex
tantalization,anger,,,,,extended_emolex
tantalize,anger,,,positive,weak,extended_emolex
tantalizing,anticipation,,,negative,strong,emolex
tantalizingly,,,,positive,strong,opinion
tantamount,trust,,,,strong,emolex
tantrum,anger,,,negative,strong,extended_emolex
tap,anger,,,,,extended_emolex
tape,,white,,,,colour
taper,anger,,,,,extended_emolex
tapering,,black,,,,colour
tapestry,,red,,,,colour
taphouse,anger,,,,,extended_emolex
taproom,anger,,,,,extended_emolex
tar,disgust,black,,,,extended_emolex
taradiddle,anger,,,,,extended_emolex
tardily,sadness,,,,,extended_emolex
tardiness,,,,negative,,emolex
tardy,sadness,,,negative,weak,emolex
tare,anger,,,,,extended_emolex
target,anticipation,red,,,,extended_emolex
tariff,anger,,,negative,,emolex
tarnish,disgust,brown,,negative,weak,emolex
tarnished,,,,negative,,opinion
tarnishes,,,,negative,,opinion
tarnishing,,,,negative,,opinion
tarradiddle,anger,,,,,extended_emolex
tarry,anticipation,,,negative,,emolex
tart,disgust,,,,,extended_emolex
tartan,,red,,,,colour
tartar,fear,,,,,extended_emolex
tartness,anger,,,,,extended_emolex
task,anticipation,,active,positive,,emolex
taste,anger,blue,passive,positive,weak,extended_emolex
tasteful,,,,positive,,emolex
tasteless,disgust,grey,,negative,,emolex
tasty,,pink,,positive,,emolex
tatter,disgust,,active,,,extended_emolex
tatterdemalion,disgust,,,,,extended_emolex
tattered,sadness,,,negative,strong,extended_emolex
tattle,anticipation,,,,,extended_emolex
tatty,disgust,,,,,extended_emolex
taught,trust,,active,,,emolex
taunt,anger,,active,negative,strong,emolex
taunting,anger,,,negative,strong,extended_emolex
tauntingly,,,,negative,strong,opinion
taunts,,,,negative,strong,opinion
taut,,,,negative,,opinion
tautness,anger,,,,,extended_emolex
tavern,,brown,,,,colour
taw,fear,,,,,extended_emolex
tawdriness,anger,,,,,extended_emolex
tawdry,anger,,,negative,strong,extended_emolex
tawny,disgust,brown,,,,emolex
tawny-brown,disgust,,,,,extended_emolex
tax,sadness,green,,negative,,emolex
tax_assessor,trust,,,,,extended_emolex
tax_shelter,trust,,,,,extended_emolex
taxation,sadness,,,,,extended_emolex
taxicab,,yellow,,,,colour
taxing,anger,,,negative,weak,extended_emolex
tea,,green,,,,colour
teach,joy,,active,positive,,emolex
teacher,trust,grey,,positive,,emolex
teaching,anticipation,,,,,extended_emolex
team,trust,,,,,emolex
team_up,trust,,,,,extended_emolex
teammate,trust,,,,,extended_emolex
tear,anger,,active,,,extended_emolex
tear_apart,disgust,,,,,extended_emolex
tear_down,trust,,,,,extended_emolex
tearful,disgust,pink,,,,emolex
tearing,anger,,,,,extended_emolex
tears,sadness,,,,,extended_emolex
tease,anger,grey,active,negative,weak,emolex
tease_apart,anger,,,,,extended_emolex
teaser,anger,,,,,extended_emolex
teasing,anger,,,negative,,emolex
teasingly,,,,negative,strong,opinion
technical,trust,grey,,,,extended_emolex
technique,anticipation,,,,,extended_emolex
technology,,,,positive,,emolex
techy,anger,,,,,extended_emolex
teddy,surprise,,,,,extended_emolex
tedious,sadness,brown,,negative,strong,emolex
tediously,,,,negative,strong,opinion
tedium,sadness,grey,,negative,,emolex
teem,disgust,,,,,extended_emolex
teeming,disgust,,,,,emolex
teemingness,anticipation,,,,,extended_emolex
teens,,yellow,,negative,,emolex
teeth,,white,,,,colour
teetotum,anticipation,,,,,extended_emolex
telegram,,black,,,,colour
telegraph,surprise,,,,,extended_emolex
telephone,anticipation,black,,,,extended_emolex
telephone_call,anticipation,,,,,extended_emolex
telephone_circuit,fear,,,,,extended_emolex
telephone_exchange,trust,,,,,extended_emolex
telephone_line,fear,,,,,extended_emolex
tell,trust,,active,,,extended_emolex
tell_on,anger,,,,,extended_emolex
teller,trust,green,,,,extended_emolex
telling,anticipation,,,,,extended_emolex
telltale,,red,,,,colour
temblor,anger,,,,,extended_emolex
temerity,,,,negative,strong,opinion
temper,anger,green,,negative,strong,extended_emolex
temperament,,white,,,,colour
temperamental,anger,,,,,extended_emolex
temperance,trust,white,,positive,weak,emolex
temperate,trust,grey,,positive,weak,emolex
temperateness,joy,,,,,extended_emolex
temperature,,red,,,,colour
tempered,anger,grey,,positive,,emolex
tempest,anger,black,,negative,weak,emolex
tempestuous,anger,,,,,extended_emolex
tempestuousness,anger,,,,,extended_emolex
template,trust,,,,,extended_emolex
templet,trust,,,,,extended_emolex
temporal,anticipation,,,,,extended_emolex
temporary_expedient,surprise,,,,,extended_emolex
temporary_removal,fear,,,,,extended_emolex
tempt,anticipation,,active,positive,strong,extended_emolex
temptation,,red,,negative,strong,emolex
tempting,anticipation,purple,,positive,strong,extended_emolex
temptingly,,,,positive,strong,opinion
temptingness,anticipation,,,,,extended_emolex
temptress,fear,,,,,extended_emolex
ten-strike,anger,,,,,extended_emolex
tenable,,,,positive,,emolex
tenacious,anticipation,red,active,positive,strong,emolex
tenaciously,,,,positive,strong,opinion
tenacity,,black,active,positive,strong,emolex
tenancy,,,,positive,,emolex
tenant,,,,positive,,emolex
tend,trust,,passive,,,extended_emolex
tendency,trust,,passive,,weak,extended_emolex
tender,joy,,,positive,weak,emolex
tenderheartedness,joy,,,,,extended_emolex
tenderise,joy,,,,,extended_emolex
tenderize,joy,,,,,extended_emolex
tenderly,,,,positive,weak,opinion
tenderness,joy,pink,,positive,weak,emolex
tending,anticipation,,,,,extended_emolex
tenement,,brown,,negative,,emolex
tenet,trust,,,,,extended_emolex
tennessean,anticipation,,,,,extended_emolex
tennis,,,active,,,inquirer
tense,anger,,,negative,weak,extended_emolex
tense_up,anger,,,,,extended_emolex
tenseness,anger,,,,,extended_emolex
tension,anger,grey,,negative,weak,emolex
tensity,anger,,,,,extended_emolex
tentacle,,grey,,,,colour
tentative,,,,negative,weak,opinion
tentatively,,,,negative,weak,opinion
tenuity,surprise,,,,,extended_emolex
tenuous,fear,,,negative,weak,extended_emolex
tenuously,,,,negative,weak,opinion
tepid,,blue,,negative,weak,opinion
teras,fear,,,,,extended_emolex
terminal,fear,black,,negative,,emolex
terminate,sadness,,active,,,emolex
termination,sadness,,,negative,,emolex
terminus,anticipation,black,,,,extended_emolex
termite,disgust,brown,,negative,,emolex
terms,anger,grey,,,,extended_emolex
terpsichore,joy,,,,,extended_emolex
terra_firma,trust,,,,,extended_emolex
terra_incognita,anticipation,,,,,extended_emolex
terrible,anger,black,,negative,strong,emolex
terribleness,,,,negative,strong,opinion
terribly,sadness,black,,negative,strong,emolex
terrier,,brown,,,,colour
terrific,sadness,,,positive,strong,emolex
terrifically,joy,,,positive,strong,extended_emolex
terrified,fear,,,positive,strong,extended_emolex
terrify,anger,,active,positive,strong,extended_emolex
terrifying,sadness,,,positive,strong,extended_emolex
terrifyingly,,,,positive,strong,mpqa
territorial,,brown,,,,colour
territorial_dominion,fear,,,,,extended_emolex
territory,disgust,,,,,extended_emolex
terror,fear,black,,negative,strong,emolex
terror-genic,,,,negative,strong,opinion
terrorise,anger,,,,,extended_emolex
terrorism,anger,black,,negative,weak,emolex
terrorist,anger,black,,negative,,emolex
terrorist_act,anger,,,,,extended_emolex
terrorize,anger,red,active,negative,strong,emolex
terse,trust,,,,,extended_emolex
tertiary,,green,,,,colour
test,fear,grey,active,,,extended_emolex
test_copy,trust,,,,,extended_emolex
testament,anticipation,,,,,emolex
testify,trust,,,,,extended_emolex
testily,,,,negative,,opinion
testimonial,trust,blue,,,,extended_emolex
testimony,trust,,,,,emolex
testing,fear,,,,,extended_emolex
testy,anger,,,negative,,extended_emolex
tetanus,disgust,,,negative,,emolex
tetchily,,,,negative,,opinion
tetchy,anger,,,negative,,extended_emolex
tether,,brown,,negative,,emolex
texas_ranger,trust,,,,,extended_emolex
text,,black,,,,colour
textbook,,white,,,,colour
thank,,,,positive,strong,opinion
thankful,joy,orange,,positive,strong,emolex
thankfully,,,,positive,strong,mpqa
thankless,anger,,,negative,strong,extended_emolex
thanksgiving,joy,orange,,positive,,emolex
thanksgiving_day,joy,,,,,extended_emolex
thatch,joy,brown,,,,extended_emolex
thaumaturge,anticipation,,,,,extended_emolex
thaumaturgist,anticipation,,,,,extended_emolex
thaumaturgy,surprise,,,,,extended_emolex
thaw,,white,,,,colour
the_pits,anger,,,,,extended_emolex
